domain,seed_category,canonical_url,verification_status
brandur.org,Personal/independent sites,https://brandur.org,VERIFIED_REAL_CURATED
britishmuseum.org,Nonprofits,https://britishmuseum.org,VERIFIED_REAL_CURATED
broadinstitute.org,Nonprofits,https://broadinstitute.org,VERIFIED_REAL_CURATED
brookes.ac.uk,Universities,https://brookes.ac.uk,VERIFIED_REAL_CURATED
brookings.edu,Nonprofits,https://brookings.edu,VERIFIED_REAL_CURATED
brown.edu,Universities,https://brown.edu,VERIFIED_REAL_CURATED
brucelawson.co.uk,Personal/independent sites,https://brucelawson.co.uk,VERIFIED_REAL_CURATED
bruegel.org,Nonprofits,https://bruegel.org,VERIFIED_REAL_CURATED
brunel.ac.uk,Universities,https://brunel.ac.uk,VERIFIED_REAL_CURATED
bt.com,Long-running companies,https://bt.com,VERIFIED_REAL_CURATED
bucknell.edu,Universities,https://bucknell.edu,VERIFIED_REAL_CURATED
bun.sh,Open-source/project sites,https://bun.sh,VERIFIED_REAL_CURATED
bund.de,Government,https://bund.de,VERIFIED_REAL_CURATED
bundeskanzleramt.gv.at,Government,https://bundeskanzleramt.gv.at,VERIFIED_REAL_CURATED
bundestag.de,Government,https://bundestag.de,VERIFIED_REAL_CURATED
bungie.net,Long-running companies,https://bungie.net,VERIFIED_REAL_CURATED
buzzmachine.com,Personal/independent sites,https://buzzmachine.com,VERIFIED_REAL_CURATED
bway.net,Long-running companies,https://bway.net,VERIFIED_REAL_CURATED
ca.gov,Government,https://ca.gov,VERIFIED_REAL_CURATED
caddyserver.com,Open-source/project sites,https://caddyserver.com,VERIFIED_REAL_CURATED
calpoly.edu,Universities,https://calpoly.edu,VERIFIED_REAL_CURATED
caltech.edu,Universities,https://caltech.edu,VERIFIED_REAL_CURATED
canada.ca,Government,https://canada.ca,VERIFIED_REAL_CURATED
cancer.org,Nonprofits,https://cancer.org,VERIFIED_REAL_CURATED
cancerresearchuk.org,Nonprofits,https://cancerresearchuk.org,VERIFIED_REAL_CURATED
canon.com,Long-running companies,https://canon.com,VERIFIED_REAL_CURATED
capcom.com,Long-running companies,https://capcom.com,VERIFIED_REAL_CURATED
cardiff.ac.uk,Universities,https://cardiff.ac.uk,VERIFIED_REAL_CURATED
cardiffmet.ac.uk,Universities,https://cardiffmet.ac.uk,VERIFIED_REAL_CURATED
care.org,Nonprofits,https://care.org,VERIFIED_REAL_CURATED
caritas.org,Nonprofits,https://caritas.org,VERIFIED_REAL_CURATED
carlsbergfondet.dk,Nonprofits,https://carlsbergfondet.dk,VERIFIED_REAL_CURATED
carnegie.org,Nonprofits,https://carnegie.org,VERIFIED_REAL_CURATED
case.edu,Universities,https://case.edu,VERIFIED_REAL_CURATED
casey.org,Nonprofits,https://casey.org,VERIFIED_REAL_CURATED
cassandra.apache.org,Open-source/project sites,https://cassandra.apache.org,VERIFIED_REAL_CURATED
cat-v.org,Personal/independent sites,https://cat-v.org,VERIFIED_REAL_CURATED
catb.org,Personal/independent sites,https://catb.org,VERIFIED_REAL_CURATED
caterpillar.com,Long-running companies,https://caterpillar.com,VERIFIED_REAL_CURATED
cazenovia.edu,Universities,https://cazenovia.edu,VERIFIED_REAL_CURATED
cbo.gov,Government,https://cbo.gov,VERIFIED_REAL_CURATED
cbs.nl,Government,https://cbs.nl,VERIFIED_REAL_CURATED
cdc.gov,Government,https://cdc.gov,VERIFIED_REAL_CURATED
census.gov,Government,https://census.gov,VERIFIED_REAL_CURATED
ceps.eu,Nonprofits,https://ceps.eu,VERIFIED_REAL_CURATED
cern.ch,Nonprofits,https://cern.ch,VERIFIED_REAL_CURATED
cfr.org,Nonprofits,https://cfr.org,VERIFIED_REAL_CURATED
chathamhouse.org,Nonprofits,https://chathamhouse.org,VERIFIED_REAL_CURATED
cherokee-project.com,Open-source/project sites,https://cherokee-project.com,VERIFIED_REAL_CURATED
chevron.com,Long-running companies,https://chevron.com,VERIFIED_REAL_CURATED
cia.gov,Government,https://cia.gov,VERIFIED_REAL_CURATED
ciechanow.ski,Personal/independent sites,https://ciechanow.ski,VERIFIED_REAL_CURATED
cilium.io,Open-source/project sites,https://cilium.io,VERIFIED_REAL_CURATED
cisco.com,Long-running companies,https://cisco.com,VERIFIED_REAL_CURATED
clagnut.com,Personal/independent sites,https://clagnut.com,VERIFIED_REAL_CURATED
clarkson.edu,Universities,https://clarkson.edu,VERIFIED_REAL_CURATED
clemson.edu,Universities,https://clemson.edu,VERIFIED_REAL_CURATED
clevelandclinic.org,Nonprofits,https://clevelandclinic.org,VERIFIED_REAL_CURATED
cliki.net,Personal/independent sites,https://cliki.net,VERIFIED_REAL_CURATED
clojure.org,Open-source/project sites,https://clojure.org,VERIFIED_REAL_CURATED
cloudfoundry.org,Nonprofits,https://cloudfoundry.org,VERIFIED_REAL_CURATED
coca-colacompany.com,Long-running companies,https://coca-colacompany.com,VERIFIED_REAL_CURATED
codeberg.org,Open-source/project sites,https://codeberg.org,VERIFIED_REAL_CURATED
codinghorror.com,Personal/independent sites,https://codinghorror.com,VERIFIED_REAL_CURATED
cofc.edu,Universities,https://cofc.edu,VERIFIED_REAL_CURATED
colah.github.io,Personal/independent sites,https://colah.github.io,VERIFIED_REAL_CURATED
colorado.edu,Universities,https://colorado.edu,VERIFIED_REAL_CURATED
colorado.gov,Government,https://colorado.gov,VERIFIED_REAL_CURATED
colostate.edu,Universities,https://colostate.edu,VERIFIED_REAL_CURATED
columbia.edu,Universities,https://columbia.edu,VERIFIED_REAL_CURATED
compaq.com,Long-running companies,https://compaq.com,VERIFIED_REAL_CURATED
conocophillips.com,Long-running companies,https://conocophillips.com,VERIFIED_REAL_CURATED
conservation.org,Nonprofits,https://conservation.org,VERIFIED_REAL_CURATED
containerd.io,Open-source/project sites,https://containerd.io,VERIFIED_REAL_CURATED
cornell.edu,Universities,https://cornell.edu,VERIFIED_REAL_CURATED
cosmic.voyage,Personal/independent sites,https://cosmic.voyage,VERIFIED_REAL_CURATED
couchdb.apache.org,Open-source/project sites,https://couchdb.apache.org,VERIFIED_REAL_CURATED
coudal.com,Personal/independent sites,https://coudal.com,VERIFIED_REAL_CURATED
coventry.ac.uk,Universities,https://coventry.ac.uk,VERIFIED_REAL_CURATED
cpj.org,Nonprofits,https://cpj.org,VERIFIED_REAL_CURATED
craphound.com,Personal/independent sites,https://craphound.com,VERIFIED_REAL_CURATED
cray.com,Long-running companies,https://cray.com,VERIFIED_REAL_CURATED
creativecommons.org,Nonprofits,https://creativecommons.org,VERIFIED_REAL_CURATED
crossref.org,Nonprofits,https://crossref.org,VERIFIED_REAL_CURATED
crystal-lang.org,Open-source/project sites,https://crystal-lang.org,VERIFIED_REAL_CURATED
cshl.edu,Nonprofits,https://cshl.edu,VERIFIED_REAL_CURATED
csiro.au,Government,https://csiro.au,VERIFIED_REAL_CURATED
csis.org,Nonprofits,https://csis.org,VERIFIED_REAL_CURATED
cso.ie,Government,https://cso.ie,VERIFIED_REAL_CURATED
csszengarden.com,Personal/independent sites,https://csszengarden.com,VERIFIED_REAL_CURATED
csulb.edu,Universities,https://csulb.edu,VERIFIED_REAL_CURATED
csun.edu,Universities,https://csun.edu,VERIFIED_REAL_CURATED
ct.gov,Government,https://ct.gov,VERIFIED_REAL_CURATED
ctrl-c.club,Personal/independent sites,https://ctrl-c.club,VERIFIED_REAL_CURATED
cuny.edu,Universities,https://cuny.edu,VERIFIED_REAL_CURATED
cup.org,Long-running companies,https://cup.org,VERIFIED_REAL_CURATED
curl.se,Open-source/project sites,https://curl.se,VERIFIED_REAL_CURATED
czso.cz,Government,https://czso.cz,VERIFIED_REAL_CURATED
dana-farber.org,Nonprofits,https://dana-farber.org,VERIFIED_REAL_CURATED
danieldrezner.com,Personal/independent sites,https://danieldrezner.com,VERIFIED_REAL_CURATED
danluu.com,Personal/independent sites,https://danluu.com,VERIFIED_REAL_CURATED
danone.com,Long-running companies,https://danone.com,VERIFIED_REAL_CURATED
danwang.co,Personal/independent sites,https://danwang.co,VERIFIED_REAL_CURATED
daringfireball.net,Personal/independent sites,https://daringfireball.net,VERIFIED_REAL_CURATED
datacite.org,Nonprofits,https://datacite.org,VERIFIED_REAL_CURATED
dd-wrt.com,Open-source/project sites,https://dd-wrt.com,VERIFIED_REAL_CURATED
debian.org,Open-source/project sites,https://debian.org,VERIFIED_REAL_CURATED
dec.com,Long-running companies,https://dec.com,VERIFIED_REAL_CURATED
defense.gov,Government,https://defense.gov,VERIFIED_REAL_CURATED
delaware.gov,Government,https://delaware.gov,VERIFIED_REAL_CURATED
dell.com,Long-running companies,https://dell.com,VERIFIED_REAL_CURATED
deno.land,Open-source/project sites,https://deno.land,VERIFIED_REAL_CURATED
dhs.gov,Government,https://dhs.gov,VERIFIED_REAL_CURATED
diabetes.org,Nonprofits,https://diabetes.org,VERIFIED_REAL_CURATED
dickinson.edu,Universities,https://dickinson.edu,VERIFIED_REAL_CURATED
discourse.org,Open-source/project sites,https://discourse.org,VERIFIED_REAL_CURATED
distill.pub,Personal/independent sites,https://distill.pub,VERIFIED_REAL_CURATED
diyaudio.com,Personal/independent sites,https://diyaudio.com,VERIFIED_REAL_CURATED
diystompboxes.com,Personal/independent sites,https://diystompboxes.com,VERIFIED_REAL_CURATED
dnb.de,Nonprofits,https://dnb.de,VERIFIED_REAL_CURATED
doaj.org,Nonprofits,https://doaj.org,VERIFIED_REAL_CURATED
doctorswithoutborders.org,Nonprofits,https://doctorswithoutborders.org,VERIFIED_REAL_CURATED
doe.gov,Government,https://doe.gov,VERIFIED_REAL_CURATED
doi.gov,Government,https://doi.gov,VERIFIED_REAL_CURATED
dol.gov,Government,https://dol.gov,VERIFIED_REAL_CURATED
doxygen.nl,Open-source/project sites,https://doxygen.nl,VERIFIED_REAL_CURATED
dst.dk,Government,https://dst.dk,VERIFIED_REAL_CURATED
duke.edu,Universities,https://duke.edu,VERIFIED_REAL_CURATED
dundee.ac.uk,Universities,https://dundee.ac.uk,VERIFIED_REAL_CURATED
dupont.com,Long-running companies,https://dupont.com,VERIFIED_REAL_CURATED
dwd.de,Government,https://dwd.de,VERIFIED_REAL_CURATED
ea.com,Long-running companies,https://ea.com,VERIFIED_REAL_CURATED
earthlink.net,Long-running companies,https://earthlink.net,VERIFIED_REAL_CURATED
echonyc.com,Long-running companies,https://echonyc.com,VERIFIED_REAL_CURATED
eclipse.org,Nonprofits,https://eclipse.org,VERIFIED_REAL_CURATED
economist.com,Long-running companies,https://economist.com,VERIFIED_REAL_CURATED
ecu.edu,Universities,https://ecu.edu,VERIFIED_REAL_CURATED
ed.ac.uk,Universities,https://ed.ac.uk,VERIFIED_REAL_CURATED
ed.gov,Government,https://ed.gov,VERIFIED_REAL_CURATED
edf.org,Nonprofits,https://edf.org,VERIFIED_REAL_CURATED
eduskunta.fi,Government,https://eduskunta.fi,VERIFIED_REAL_CURATED
eff.org,Nonprofits,https://eff.org,VERIFIED_REAL_CURATED
eia.gov,Government,https://eia.gov,VERIFIED_REAL_CURATED
electro-music.com,Personal/independent sites,https://electro-music.com,VERIFIED_REAL_CURATED
elixir-lang.org,Open-source/project sites,https://elixir-lang.org,VERIFIED_REAL_CURATED
elmira.edu,Universities,https://elmira.edu,VERIFIED_REAL_CURATED
elsevier.com,Long-running companies,https://elsevier.com,VERIFIED_REAL_CURATED
emacs.org,Open-source/project sites,https://emacs.org,VERIFIED_REAL_CURATED
energy.gov,Government,https://energy.gov,VERIFIED_REAL_CURATED
eni.com,Long-running companies,https://eni.com,VERIFIED_REAL_CURATED
envoyproxy.io,Open-source/project sites,https://envoyproxy.io,VERIFIED_REAL_CURATED
envs.net,Personal/independent sites,https://envs.net,VERIFIED_REAL_CURATED
epa.gov,Government,https://epa.gov,VERIFIED_REAL_CURATED
epicgames.com,Long-running companies,https://epicgames.com,VERIFIED_REAL_CURATED
epson.com,Long-running companies,https://epson.com,VERIFIED_REAL_CURATED
equinor.com,Long-running companies,https://equinor.com,VERIFIED_REAL_CURATED
ericsson.com,Long-running companies,https://ericsson.com,VERIFIED_REAL_CURATED
erlang.org,Open-source/project sites,https://erlang.org,VERIFIED_REAL_CURATED
esa.int,Nonprofits,https://esa.int,VERIFIED_REAL_CURATED
esf.edu,Universities,https://esf.edu,VERIFIED_REAL_CURATED
eskimo.com,Long-running companies,https://eskimo.com,VERIFIED_REAL_CURATED
etcd.io,Open-source/project sites,https://etcd.io,VERIFIED_REAL_CURATED
everything2.com,Personal/independent sites,https://everything2.com,VERIFIED_REAL_CURATED
evjang.com,Personal/independent sites,https://evjang.com,VERIFIED_REAL_CURATED
exxonmobil.com,Long-running companies,https://exxonmobil.com,VERIFIED_REAL_CURATED
fao.org,Nonprofits,https://fao.org,VERIFIED_REAL_CURATED
farmingdale.edu,Universities,https://farmingdale.edu,VERIFIED_REAL_CURATED
fasterthanli.me,Personal/independent sites,https://fasterthanli.me,VERIFIED_REAL_CURATED
fau.edu,Universities,https://fau.edu,VERIFIED_REAL_CURATED
fbi.gov,Government,https://fbi.gov,VERIFIED_REAL_CURATED
fcc.gov,Government,https://fcc.gov,VERIFIED_REAL_CURATED
fda.gov,Government,https://fda.gov,VERIFIED_REAL_CURATED
fedoraproject.org,Open-source/project sites,https://fedoraproject.org,VERIFIED_REAL_CURATED
ffmpeg.org,Open-source/project sites,https://ffmpeg.org,VERIFIED_REAL_CURATED
fieldmuseum.org,Nonprofits,https://fieldmuseum.org,VERIFIED_REAL_CURATED
filezilla-project.org,Open-source/project sites,https://filezilla-project.org,VERIFIED_REAL_CURATED
fin.gc.ca,Government,https://fin.gc.ca,VERIFIED_REAL_CURATED
finmin.fi,Government,https://finmin.fi,VERIFIED_REAL_CURATED
fit.edu,Universities,https://fit.edu,VERIFIED_REAL_CURATED
fiu.edu,Universities,https://fiu.edu,VERIFIED_REAL_CURATED
fl.gov,Government,https://fl.gov,VERIFIED_REAL_CURATED
fltk.org,Open-source/project sites,https://fltk.org,VERIFIED_REAL_CURATED
fluentd.org,Open-source/project sites,https://fluentd.org,VERIFIED_REAL_CURATED
folklore.org,Personal/independent sites,https://folklore.org,VERIFIED_REAL_CURATED
ford.com,Long-running companies,https://ford.com,VERIFIED_REAL_CURATED
fordfoundation.org,Nonprofits,https://fordfoundation.org,VERIFIED_REAL_CURATED
fordham.edu,Universities,https://fordham.edu,VERIFIED_REAL_CURATED
forgejo.org,Open-source/project sites,https://forgejo.org,VERIFIED_REAL_CURATED
fredhutch.org,Nonprofits,https://fredhutch.org,VERIFIED_REAL_CURATED
fredonia.edu,Universities,https://fredonia.edu,VERIFIED_REAL_CURATED
freebsd.org,Open-source/project sites,https://freebsd.org,VERIFIED_REAL_CURATED
freebsdfoundation.org,Nonprofits,https://freebsdfoundation.org,VERIFIED_REAL_CURATED
freedesktop.org,Open-source/project sites,https://freedesktop.org,VERIFIED_REAL_CURATED
freedomhouse.org,Nonprofits,https://freedomhouse.org,VERIFIED_REAL_CURATED
frogfind.com,Personal/independent sites,https://frogfind.com,VERIFIED_REAL_CURATED
fsf.org,Nonprofits,https://fsf.org,VERIFIED_REAL_CURATED
fsu.edu,Universities,https://fsu.edu,VERIFIED_REAL_CURATED
ft.dk,Government,https://ft.dk,VERIFIED_REAL_CURATED
ftc.gov,Government,https://ftc.gov,VERIFIED_REAL_CURATED
fujitsu.com,Long-running companies,https://fujitsu.com,VERIFIED_REAL_CURATED
funkwhale.audio,Personal/independent sites,https://funkwhale.audio,VERIFIED_REAL_CURATED
furman.edu,Universities,https://furman.edu,VERIFIED_REAL_CURATED
gao.gov,Government,https://gao.gov,VERIFIED_REAL_CURATED
gatesfoundation.org,Nonprofits,https://gatesfoundation.org,VERIFIED_REAL_CURATED
gateway.com,Long-running companies,https://gateway.com,VERIFIED_REAL_CURATED
gcc.gnu.org,Open-source/project sites,https://gcc.gnu.org,VERIFIED_REAL_CURATED
ge.com,Long-running companies,https://ge.com,VERIFIED_REAL_CURATED
generalmills.com,Long-running companies,https://generalmills.com,VERIFIED_REAL_CURATED
generalmotors.com,Long-running companies,https://generalmotors.com,VERIFIED_REAL_CURATED
gentoo.org,Open-source/project sites,https://gentoo.org,VERIFIED_REAL_CURATED
geofex.com,Personal/independent sites,https://geofex.com,VERIFIED_REAL_CURATED
georgetown.edu,Universities,https://georgetown.edu,VERIFIED_REAL_CURATED
georgia.gov,Government,https://georgia.gov,VERIFIED_REAL_CURATED
gimp.org,Open-source/project sites,https://gimp.org,VERIFIED_REAL_CURATED
git-scm.com,Open-source/project sites,https://git-scm.com,VERIFIED_REAL_CURATED
gitea.com,Open-source/project sites,https://gitea.com,VERIFIED_REAL_CURATED
glencore.com,Long-running companies,https://glencore.com,VERIFIED_REAL_CURATED
gmu.edu,Universities,https://gmu.edu,VERIFIED_REAL_CURATED
gnome.org,Open-source/project sites,https://gnome.org,VERIFIED_REAL_CURATED
gnu.org,Open-source/project sites,https://gnu.org,VERIFIED_REAL_CURATED
gob.cl,Government,https://gob.cl,VERIFIED_REAL_CURATED
gob.mx,Government,https://gob.mx,VERIFIED_REAL_CURATED
golang.org,Open-source/project sites,https://golang.org,VERIFIED_REAL_CURATED
golem.ph.utexas.edu,Personal/independent sites,https://golem.ph.utexas.edu,VERIFIED_REAL_CURATED
goodwill.org,Nonprofits,https://goodwill.org,VERIFIED_REAL_CURATED
gouvernement.fr,Government,https://gouvernement.fr,VERIFIED_REAL_CURATED
gov.br,Government,https://gov.br,VERIFIED_REAL_CURATED
gov.gr,Government,https://gov.gr,VERIFIED_REAL_CURATED
gov.ie,Government,https://gov.ie,VERIFIED_REAL_CURATED
gov.pl,Government,https://gov.pl,VERIFIED_REAL_CURATED
gov.scot,Government,https://gov.scot,VERIFIED_REAL_CURATED
gov.sg,Government,https://gov.sg,VERIFIED_REAL_CURATED
gov.uk,Government,https://gov.uk,VERIFIED_REAL_CURATED
gov.wales,Government,https://gov.wales,VERIFIED_REAL_CURATED
gov.za,Government,https://gov.za,VERIFIED_REAL_CURATED
governo.it,Government,https://governo.it,VERIFIED_REAL_CURATED
govt.nz,Government,https://govt.nz,VERIFIED_REAL_CURATED
gpo.gov,Government,https://gpo.gov,VERIFIED_REAL_CURATED
grafana.com,Open-source/project sites,https://grafana.com,VERIFIED_REAL_CURATED
graphviz.org,Open-source/project sites,https://graphviz.org,VERIFIED_REAL_CURATED
greenpeace.org,Nonprofits,https://greenpeace.org,VERIFIED_REAL_CURATED
gregorygundersen.com,Personal/independent sites,https://gregorygundersen.com,VERIFIED_REAL_CURATED
gsk.com,Long-running companies,https://gsk.com,VERIFIED_REAL_CURATED
gsu.edu,Universities,https://gsu.edu,VERIFIED_REAL_CURATED
gtk.org,Open-source/project sites,https://gtk.org,VERIFIED_REAL_CURATED
gutenberg.org,Nonprofits,https://gutenberg.org,VERIFIED_REAL_CURATED
gwern.net,Personal/independent sites,https://gwern.net,VERIFIED_REAL_CURATED
hadoop.apache.org,Open-source/project sites,https://hadoop.apache.org,VERIFIED_REAL_CURATED
halcyon.com,Long-running companies,https://halcyon.com,VERIFIED_REAL_CURATED
handbrake.fr,Open-source/project sites,https://handbrake.fr,VERIFIED_REAL_CURATED
haproxy.org,Open-source/project sites,https://haproxy.org,VERIFIED_REAL_CURATED
hartwick.edu,Universities,https://hartwick.edu,VERIFIED_REAL_CURATED
harvard.edu,Universities,https://harvard.edu,VERIFIED_REAL_CURATED
haskell.org,Open-source/project sites,https://haskell.org,VERIFIED_REAL_CURATED
hawaii.gov,Government,https://hawaii.gov,VERIFIED_REAL_CURATED
hellenicparliament.gr,Government,https://hellenicparliament.gr,VERIFIED_REAL_CURATED
helm.sh,Open-source/project sites,https://helm.sh,VERIFIED_REAL_CURATED
hewlett.org,Nonprofits,https://hewlett.org,VERIFIED_REAL_CURATED
hhmi.org,Nonprofits,https://hhmi.org,VERIFIED_REAL_CURATED
hhs.gov,Government,https://hhs.gov,VERIFIED_REAL_CURATED
hicksdesign.co.uk,Personal/independent sites,https://hicksdesign.co.uk,VERIFIED_REAL_CURATED
hitachi.com,Long-running companies,https://hitachi.com,VERIFIED_REAL_CURATED
hofstra.edu,Universities,https://hofstra.edu,VERIFIED_REAL_CURATED
home-assistant.io,Open-source/project sites,https://home-assistant.io,VERIFIED_REAL_CURATED
honda.com,Long-running companies,https://honda.com,VERIFIED_REAL_CURATED
honeywell.com,Long-running companies,https://honeywell.com,VERIFIED_REAL_CURATED
